52	15	22	23	19	19	24	18	23	14	16	17	22	21	13	21	12	21	18	24	21	21	19	17	24	15	21	17	17	16	16	18	14	13	24	14	21	21	15	24	21	15	16	16	21	23	13	14	14	12	19	17	23	15	18	20	17	24	22	14	18	18	21	21	21	18	22	17	17	20	24	14	16	16	23	24	21	19	21	13	24	15	12	18	15	15	22	23	15	20	15	15	13	20	15	14	19	20	15	17	13
58	16	17	20	23	16	17	23	22	17	18	13	19	19	17	13	14	22	20	23	13	20	12	19	13	17	18	14	16	18	24	22	16	18	16	16	15	23	16	21	18	20	19	19	21	14	21	17	15	23	20	14	23	17	20	21	15	20	19	18	23	16	12	21	22	24	17	22	15	18	19	18	17	13	13	12	23	15	14	17	19	17	18	13	22	21	21	19	13	14	23	21	12	17	17	23	15	24	15	13	22
38	21	18	12	16	21	19	15	23	13	15	22	17	21	22	20	23	20	16	22	17	24	14	21	23	19	22	15	21	15	15	17	17	15	23	20	17	20	21	23	12	23	23	16	22	12	16	14	19	13	22	17	14	13	13	24	20	15	13	18	18	21	15	19	22	14	14	23	14	17	22	23	13	19	20	18	12	19	18	21	20	21	18	19	14	24	23	22	18	19	15	17	18	24	20	13	12	19	23	15	20
30	13	19	12	15	18	14	15	22	20	23	24	13	14	14	14	18	14	15	14	16	19	16	18	13	17	19	22	22	13	12	16	17	18	14	22	16	16	19	16	21	21	20	16	21	17	13	15	18	17	22	17	21	17	19	15	13	22	21	13	24	21	17	16	15	14	18	16	22	13	19	23	23	19	18	17	20	16	15	24	13	23	22	17	16	18	21	22	17	22	19	23	20	24	14	24	21	20	16	18	18
41	15	18	16	13	16	16	16	24	20	12	22	20	13	15	23	22	23	20	21	17	18	19	21	17	21	15	24	22	15	14	16	22	16	18	16	14	18	22	20	19	19	20	20	17	18	13	17	22	23	13	24	15	19	16	12	12	22	22	20	20	24	17	13	22	18	17	21	14	17	18	19	13	24	22	13	23	16	23	12	15	17	14	20	16	19	24	23	17	13	20	12	16	24	21	16	20	22	19	20	24
39	21	18	23	20	20	21	12	22	14	24	13	18	23	14	23	19	12	21	16	15	17	18	15	18	14	20	23	23	23	21	22	22	15	20	14	16	17	20	22	13	17	14	18	21	21	14	13	12	22	21	19	13	20	19	15	13	20	19	19	23	22	19	23	16	21	22	17	21	15	22	15	12	21	23	20	21	16	15	14	21	24	15	15	20	16	14	12	12	14	18	18	21	14	23	18	23	21	18	13	16
30	20	21	22	17	24	19	18	13	21	19	20	22	18	17	14	19	24	18	16	19	13	23	21	19	12	15	14	23	20	13	18	22	18	12	16	15	19	17	23	14	18	19	22	20	19	14	20	21	22	19	18	19	13	12	23	19	15	13	15	19	22	17	17	18	13	16	15	16	19	14	17	13	14	18	23	14	22	17	20	16	13	17	16	21	19	22	15	19	13	19	17	21	15	15	15	12	23	20	14	13
30	14	12	13	14	20	14	18	19	20	16	21	15	14	18	19	12	23	23	14	13	14	19	24	24	22	17	16	17	21	14	22	21	18	22	22	21	16	14	21	23	20	15	21	23	19	19	13	15	21	12	15	15	19	17	18	23	23	16	15	20	13	17	19	14	14	23	21	24	18	20	15	23	20	19	16	22	21	20	14	17	19	16	21	23	23	15	15	23	16	14	20	17	19	13	20	17	17	14	15	21
22	17	15	13	12	24	15	23	17	15	14	19	21	20	19	20	21	18	21	16	18	14	21	17	23	16	16	17	23	22	16	23	16	17	23	14	21	20	19	19	16	16	19	13	20	14	24	24	12	18	18	24	22	15	21	15	13	12	16	12	23	13	15	15	22	17	19	21	22	17	20	18	18	16	22	23	18	23	22	15	22	18	17	24	16	23	24	22	18	20	23	12	13	22	22	18	18	20	23	19	16
45	16	17	13	22	21	23	23	21	20	19	14	16	15	18	17	12	19	17	15	12	15	17	24	12	22	20	23	14	12	18	13	23	19	13	17	14	19	22	23	22	22	22	21	19	16	16	12	22	15	16	14	15	15	14	22	24	18	16	20	22	16	23	24	20	23	23	17	22	15	17	14	21	19	21	23	17	13	12	15	12	14	14	12	24	20	22	15	21	22	20	23	16	24	20	12	22	16	14	18	20
21	18	22	23	18	23	16	13	23	19	15	19	17	15	23	23	18	15	13	14	13	17	20	17	19	13	21	19	14	23	18	20	13	14	12	17	21	20	14	23	20	23	14	15	23	19	16	17	23	21	16	16	16	19	16	14	21	12	22	20	14	18	24	23	21	17	16	16	19	14	13	24	16	24	13	20	24	16	12	18	16	21	19	22	19	20	20	12	15	15	22	13	20	21	14	16	23	23	16	13	15
24	13	15	19	14	21	13	13	17	20	13	17	23	14	17	19	23	19	13	22	12	13	21	13	12	15	20	21	17	22	21	18	13	23	13	22	13	22	19	19	20	19	23	23	19	20	23	15	22	18	24	20	15	12	16	18	18	14	15	15	22	20	15	21	15	18	13	23	15	20	22	17	19	19	18	14	20	18	17	22	15	23	17	22	22	16	15	21	15	14	13	14	17	17	23	21	22	20	21	15	19
41	21	22	14	14	18	17	21	15	15	21	12	16	19	19	23	19	19	17	21	13	23	24	12	22	13	23	19	16	20	18	12	16	13	16	18	18	23	13	20	16	23	14	23	22	19	20	15	20	22	21	15	18	13	13	17	18	14	13	19	22	15	15	17	17	17	18	13	16	16	21	18	21	23	20	21	15	18	20	13	13	14	22	20	23	17	23	21	21	15	24	24	18	21	23	12	16	15	21	17	16
29	17	15	14	14	23	18	15	18	18	21	14	20	22	16	24	16	17	18	12	24	22	22	13	13	13	14	16	17	13	19	20	22	14	21	20	14	19	16	15	22	16	23	16	12	21	17	16	24	19	13	21	13	16	22	16	12	18	14	13	23	13	22	19	15	24	19	18	12	18	23	23	21	23	20	13	17	22	20	23	16	12	16	16	24	19	14	21	21	19	13	18	15	15	19	13	24	22	16	13	22
57	18	22	16	15	12	18	22	16	22	13	18	16	16	15	16	14	14	12	15	23	22	19	19	23	16	14	16	12	18	18	23	24	17	14	13	14	18	23	16	18	20	20	19	13	13	23	15	20	22	21	22	20	19	20	23	16	13	18	16	23	23	23	13	22	14	12	22	18	12	17	22	22	22	13	16	19	21	14	19	20	24	21	22	21	16	18	15	15	13	19	12	16	17	17	15	17	20	13	22	15
70	13	19	13	17	22	22	24	12	21	16	22	19	15	13	14	18	16	17	19	24	14	21	13	19	22	21	17	19	23	16	22	19	14	12	15	16	14	24	16	17	15	13	13	21	21	16	22	22	24	14	19	13	24	19	22	20	19	20	15	24	13	18	18	17	12	19	12	21	17	15	22	17	13	20	22	14	23	19	15	15	13	17	23	15	12	24	16	18	17	22	12	14	13	18	21	23	22	19	21	17
23	23	16	17	20	16	16	20	18	16	24	23	23	20	15	13	15	16	24	16	22	18	19	14	18	22	12	15	14	13	14	19	23	14	15	17	22	15	18	16	19	18	16	21	15	15	23	14	20	13	16	16	21	22	16	18	20	21	15	13	14	15	14	19	16	18	22	21	17	20	19	12	15	16	12	19	20	12	19	16	20	22	13	14	23	18	19	13	14	21	23	15	22	23	16	16	21	13	18	13	16
24	23	18	21	22	19	20	13	12	18	15	20	12	18	12	16	15	17	16	18	23	16	13	19	18	22	13	18	21	13	14	16	24	20	19	22	23	23	20	16	16	14	14	24	24	20	13	18	17	24	21	12	17	16	19	17	15	12	13	21	16	21	19	14	21	20	13	22	23	15	22	13	17	20	15	13	18	16	15	18	17	16	21	22	23	22	22	14	20	17	16	23	19	15	14	17	14	13	21	19	18
48	15	21	14	18	24	17	14	12	23	22	14	14	20	23	18	15	18	22	13	22	18	20	13	23	17	21	19	19	18	24	17	19	22	21	14	21	14	17	24	14	22	22	24	12	19	18	12	15	21	21	20	21	21	17	17	19	18	19	23	13	16	14	21	20	18	21	23	17	24	24	15	16	16	21	18	20	20	17	13	20	13	18	23	13	18	17	20	20	22	21	20	23	22	19	16	17	19	16	12	22
39	15	19	20	16	13	14	17	15	18	13	13	18	14	16	19	22	16	14	23	14	12	14	20	22	18	15	18	22	18	22	17	14	15	24	22	19	22	19	12	24	18	21	14	21	17	21	23	17	13	15	17	18	21	24	19	13	20	14	18	12	18	15	21	14	13	14	18	12	20	19	19	17	14	19	13	20	17	22	21	15	19	22	22	21	21	16	23	18	19	24	15	12	21	16	23	22	23	20	24	17
29	15	23	13	18	20	20	23	22	16	21	20	20	16	23	13	13	16	15	18	17	24	22	13	19	17	22	19	18	24	23	15	12	20	14	21	21	20	15	13	15	14	21	13	17	18	24	17	14	17	12	21	21	18	21	22	24	20	18	18	12	13	24	16	20	17	17	13	22	18	19	22	15	15	23	21	23	19	13	22	14	18	22	21	20	18	13	16	20	14	13	19	15	16	19	12	18	22	16	17	18
36	19	23	16	21	15	20	14	15	15	14	14	19	19	14	18	18	15	13	13	23	15	14	14	16	20	13	21	18	20	17	14	17	14	19	13	15	22	19	13	17	22	22	21	16	22	13	23	21	23	21	16	22	15	15	19	14	21	17	22	18	22	17	17	22	19	14	13	20	19	20	15	19	15	23	18	14	17	18	15	15	17	14	20	19	21	18	18	24	19	13	16	23	17	16	16	24	18	23	19	18
33	20	23	18	14	16	13	16	12	13	16	17	13	17	20	20	22	15	24	13	19	18	19	20	14	15	16	14	23	22	18	15	19	23	13	16	15	14	17	20	21	24	18	21	21	16	13	13	19	17	21	17	13	23	23	19	22	18	18	24	14	16	16	17	17	22	16	14	21	12	23	14	12	13	24	15	14	17	23	12	19	23	17	21	13	19	19	14	18	18	15	23	23	19	15	20	19	14	14	21	20
28	19	16	20	12	23	21	19	18	16	12	12	22	23	19	23	19	22	23	21	21	22	14	13	22	24	21	23	12	22	17	18	22	17	18	20	16	16	14	17	20	17	23	13	18	21	18	13	18	20	20	15	17	21	17	18	13	23	15	21	13	19	17	20	22	15	23	22	23	14	14	22	13	18	15	14	24	21	23	20	20	14	22	22	13	22	15	23	15	14	23	15	15	18	20	13	14	17	12	21	20
30	16	15	21	20	13	13	23	14	18	13	15	14	22	15	19	20	13	13	21	15	17	15	16	21	20	18	17	18	13	16	15	22	15	14	15	13	14	18	13	18	13	20	21	23	15	15	16	20	15	17	16	20	21	16	14	13	20	22	14	18	19	20	18	13	20	22	20	19	23	15	21	12	18	19	22	23	24	22	17	19	19	13	13	15	16	15	16	14	16	22	17	23	22	14	20	20	23	22	19	14
51	23	12	21	13	24	13	18	23	13	13	17	20	14	18	18	16	23	14	20	22	21	14	18	23	15	23	23	18	12	20	20	19	20	23	14	24	12	18	13	15	15	17	20	23	20	22	19	14	21	16	13	16	23	14	18	16	19	15	21	15	13	13	19	22	15	19	14	22	13	15	20	18	16	15	14	17	22	15	23	19	17	20	20	14	15	16	17	15	16	16	21	15	19	16	17	15	12	21	17	15
25	18	14	21	20	15	17	16	13	20	14	18	15	16	22	23	21	19	18	21	18	16	16	21	24	23	16	19	16	17	21	21	23	14	17	14	19	20	13	12	22	23	22	20	19	18	21	15	17	23	18	16	16	14	16	23	18	23	21	20	14	18	13	22	16	20	22	22	14	19	23	20	12	20	19	15	15	15	18	24	18	21	14	14	17	23	24	18	22	13	19	16	22	15	23	23	18	16	24	16	12
65	23	18	21	22	17	23	22	17	13	17	19	16	19	22	21	15	18	19	18	18	20	21	19	13	12	18	14	16	14	16	15	21	19	24	16	21	14	21	21	19	18	17	22	23	12	13	14	15	15	23	21	19	20	21	17	21	22	16	14	12	20	23	15	19	22	18	13	20	13	14	18	21	13	18	16	21	24	20	24	22	22	14	18	21	13	15	17	19	14	19	19	17	17	16	21	24	16	23	16	18
48	14	13	22	23	14	24	21	24	23	23	18	15	23	17	22	12	15	17	15	23	14	18	16	24	21	15	14	23	23	16	22	18	20	19	24	20	18	13	20	15	21	19	17	24	21	16	15	16	13	20	13	13	20	13	18	15	23	17	20	19	17	21	16	21	22	17	14	23	16	13	21	21	23	24	15	12	14	19	14	20	18	22	20	18	19	21	24	18	16	19	15	14	19	18	18	17	17	17	17	15
53	16	17	14	18	13	21	17	23	13	18	22	15	24	20	20	17	15	17	24	17	22	15	21	20	15	23	23	19	14	16	13	24	18	23	24	13	13	19	18	21	13	19	17	17	14	23	13	21	16	21	14	23	24	16	16	14	19	24	23	22	19	17	17	22	20	16	15	22	13	17	13	17	17	23	21	17	23	22	12	16	18	14	21	14	15	12	13	22	23	18	21	15	21	16	23	14	18	15	17	13
51	22	19	14	15	16	12	12	19	13	13	21	16	15	15	12	20	16	15	18	23	14	19	23	17	17	17	19	15	20	19	21	12	20	23	16	18	20	14	14	23	23	13	14	17	23	17	23	23	15	20	18	24	16	14	20	15	13	23	20	20	18	21	16	18	16	12	23	14	16	17	14	16	17	19	22	18	14	16	22	17	14	13	14	20	20	17	18	23	13	18	17	19	20	21	17	14	18	13	15	16
67	21	18	23	23	24	24	21	21	19	21	23	23	12	13	15	19	16	23	19	20	12	14	13	18	20	13	21	23	16	17	13	16	16	15	20	14	24	21	22	14	23	23	17	17	20	12	21	21	13	15	13	15	13	18	18	15	13	21	17	18	16	18	22	19	16	22	24	20	15	12	20	13	16	21	21	24	16	23	24	18	15	24	14	16	14	13	13	22	18	14	15	23	13	22	24	18	12	16	15	23
40	15	23	16	18	21	20	13	18	21	21	17	23	18	14	23	15	20	19	23	20	22	21	17	22	19	21	20	14	23	18	12	13	23	19	20	14	13	22	22	18	21	16	19	20	17	22	20	12	15	21	22	20	15	23	12	22	16	16	22	15	16	21	13	20	22	18	14	14	20	14	13	16	13	22	18	12	19	19	21	20	22	19	23	16	14	19	19	16	13	19	17	16	20	14	19	13	22	23	15	17
54	21	13	21	16	24	19	22	14	18	20	22	18	17	13	21	14	23	22	18	13	20	23	24	14	15	22	22	13	20	14	12	19	21	17	16	22	24	15	21	19	14	12	17	23	17	21	19	15	20	17	21	14	19	14	17	22	17	20	21	22	16	13	23	21	22	15	13	12	21	19	14	12	16	13	23	23	15	14	16	23	18	17	23	19	17	17	12	21	18	19	13	14	21	16	14	15	13	19	21	15
20	20	14	19	13	17	21	22	17	14	18	19	15	22	15	23	13	23	22	15	23	21	17	12	13	19	23	12	19	21	20	18	12	23	23	16	23	14	18	14	18	20	22	18	21	13	21	16	18	18	23	14	14	24	17	19	16	14	22	14	19	13	18	18	20	20	23	21	23	18	15	22	12	21	13	20	13	17	19	19	23	13	13	22	22	15	17	13	16	20	22	19	13	19	23	18	19	22	17	23	13
27	14	21	22	18	22	19	17	19	21	17	23	15	15	14	24	15	17	19	13	15	19	17	14	24	24	17	13	16	14	16	14	20	24	24	14	23	13	19	14	14	20	19	18	18	21	14	15	20	15	24	12	17	16	13	18	16	15	17	20	23	16	22	19	15	21	20	14	23	12	20	14	15	13	18	23	22	16	16	23	23	23	23	12	20	13	22	24	23	23	24	22	20	22	21	22	23	16	12	19	19
30	18	12	16	17	19	15	17	19	16	15	17	23	18	21	18	16	19	17	18	23	21	18	12	14	14	16	19	12	19	14	12	14	16	23	22	23	21	16	20	19	18	19	19	16	22	22	13	23	16	20	18	21	20	22	15	18	15	21	14	12	18	12	16	23	23	15	12	22	16	14	23	13	14	16	19	22	17	23	18	14	13	13	24	14	23	18	18	19	19	14	16	20	22	22	21	17	23	22	12	23
69	23	24	23	13	18	22	16	21	20	20	17	23	23	20	23	13	19	13	18	23	23	16	22	17	17	18	15	13	18	16	16	14	22	19	20	16	17	12	20	19	19	17	17	20	23	12	20	21	23	15	23	15	14	19	23	19	13	16	20	18	14	14	20	21	19	20	20	21	17	21	21	16	20	24	13	13	15	14	17	20	21	18	13	24	16	12	21	24	16	14	13	23	17	20	13	16	18	21	13	14
56	17	24	23	20	18	16	23	15	13	15	21	12	13	23	21	18	23	19	19	20	18	22	13	16	16	15	15	22	18	14	17	23	22	21	13	19	21	13	12	21	18	16	21	15	20	20	20	17	19	20	17	18	24	17	15	23	17	16	19	12	24	17	23	19	16	15	23	15	14	23	19	19	21	23	17	20	16	12	18	19	12	22	22	18	17	12	16	17	19	14	15	21	14	12	24	17	20	17	16	16
63	24	15	14	18	22	15	21	18	17	13	19	13	17	14	17	22	14	17	15	14	21	17	18	14	13	20	13	14	16	15	19	22	21	23	20	17	16	21	21	19	18	22	13	13	12	23	21	20	17	21	20	12	13	17	13	17	20	18	17	22	13	16	15	20	18	14	17	19	15	13	14	15	19	20	16	13	23	19	24	18	19	16	15	14	15	21	17	13	17	21	20	24	18	20	19	21	15	14	21	13
41	23	12	20	23	16	12	19	24	15	21	14	20	15	21	18	17	14	23	16	19	19	19	22	17	21	12	24	15	18	24	16	23	19	16	12	18	20	23	15	19	21	20	12	17	23	18	21	13	15	21	19	19	17	13	21	13	14	14	20	18	12	21	15	21	16	20	15	15	15	19	13	13	17	13	24	17	22	14	16	19	22	21	14	15	22	21	13	16	23	23	17	16	22	19	16	16	23	24	21	23
63	17	23	18	24	15	19	19	22	14	24	16	21	17	17	15	16	22	18	22	24	22	20	20	21	16	21	21	22	21	16	22	16	23	21	17	16	22	23	16	13	23	15	14	18	17	13	15	20	24	12	21	13	14	14	19	19	22	14	24	22	18	15	22	21	23	21	19	14	18	21	14	14	12	17	20	22	18	14	17	13	14	23	18	18	15	13	14	16	21	23	13	17	14	13	14	20	14	20	18	13
43	22	15	13	23	14	20	18	13	21	19	12	16	17	14	16	23	21	23	20	18	21	22	22	24	13	22	19	16	17	17	24	19	18	23	21	24	19	16	24	21	13	18	20	13	21	17	18	16	14	17	12	16	15	21	17	23	22	15	24	22	18	19	24	20	21	15	19	16	14	15	17	12	22	14	21	14	19	23	12	14	17	21	14	17	15	23	14	13	20	14	23	14	18	12	20	17	19	16	17	15
50	22	20	24	16	19	13	15	20	18	19	13	23	21	21	17	20	21	13	22	13	22	21	21	18	17	22	22	22	23	13	16	21	22	15	20	18	14	13	16	18	17	15	12	21	22	13	12	20	21	18	15	20	18	14	23	21	13	21	21	20	22	20	12	14	22	22	24	22	19	14	23	17	18	23	15	22	14	19	19	12	18	24	13	23	24	13	23	12	13	22	14	22	13	20	22	17	22	22	21	13
22	18	17	13	20	15	22	17	22	14	21	18	20	13	21	18	16	13	19	21	23	23	23	19	13	15	24	20	23	16	22	21	21	24	17	14	22	16	20	16	24	23	23	16	13	14	23	16	22	15	15	15	14	20	14	17	19	24	20	15	19	14	15	19	21	20	20	16	23	17	19	20	24	18	13	19	16	16	19	18	19	23	19	24	17	17	16	21	16	22	21	18	24	13	21	18	15	13	17	23	22
